"ProteinID","logFC","AveExpr","t","P.Value","adj.P.Val","B","UniprotID","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology.IDs","Gene.Ontology..cellular.component.","Gene.Ontology..molecular.function.","Interacts.with","Gene.Ontology..GO.","Subcellular.location..CC.","IsSelenoprotein"
"Q8VE97",1.65531934906716,18.5488675373333,4.39112462244968,0.000146386169771233,0.803430761513016,-4.23359310157393,"Q8VE97","Q8VE97","Q8VE97","reviewed","SRSF4_MOUSE","Serine/arginine-rich splicing factor 4 (Splicing factor, arginine/serine-rich 4)","Srsf4 Sfrs4 MNCb-2616","Mus musculus (Mouse)",489,"hematopoietic progenitor cell differentiation [GO:0002244]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; RNA splicing [GO:0008380]","GO:0002244; GO:0003723; GO:0006397; GO:0008380; GO:0016607; GO:0048025","nuclear speck [GO:0016607]","RNA binding [GO:0003723]","","nuclear speck [GO:0016607]; RNA binding [GO:0003723]; hematopoietic progenitor cell differentiation [GO:0002244]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; RNA splicing [GO:0008380]","SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250}.",FALSE
"Q61686",1.79391279678903,19.1520873676667,3.58823985718745,0.00125360255756569,0.803430761513016,-4.3245746338218,"Q61686","Q61686","Q61686","reviewed","CBX5_MOUSE","Chromobox protein homolog 5 (Heterochromatin protein 1 homolog alpha) (HP1 alpha)","Cbx5 Hp1a","Mus musculus (Mouse)",191,"DNA damage response [GO:0006974]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]","GO:0000118; GO:0000122; GO:0000776; GO:0000781; GO:0000792; GO:0003682; GO:0005634; GO:0005654; GO:0005721; GO:0005730; GO:0006974; GO:0010369; GO:0016605; GO:0017053; GO:0030674; GO:0035064; GO:0035097; GO:0042802; GO:0042826; GO:0043021; GO:0044877; GO:0045892; GO:0062072; GO:0090734; GO:0140297; GO:0140566; GO:1990904","chromocenter [GO:0010369]; chromosome, telomeric region [GO:0000781]; heterochromatin [GO:0000792]; histone deacetylase complex [GO:0000118]; histone methyltransferase complex [GO:0035097]; kinetochore [GO:0000776]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pericentric heterochromatin [GO:0005721]; PML body [GO:0016605]; ribonucleoprotein complex [GO:1990904]; site of DNA damage [GO:0090734]; transcription repressor complex [GO:0017053]","chromatin binding [GO:0003682]; DNA-binding transcription factor binding [GO:0140297]; histone deacetylase binding [GO:0042826]; histone H3K9me2/3 reader activity [GO:0062072]; histone reader activity [GO:0140566]; identical protein binding [GO:0042802]; methylated histone binding [GO:0035064]; protein-containing complex binding [GO:0044877]; protein-macromolecule adaptor activity [GO:0030674]; ribonucleoprotein complex binding [GO:0043021]","Q8BUH8; Q64127","chromocenter [GO:0010369]; chromosome, telomeric region [GO:0000781]; heterochromatin [GO:0000792]; histone deacetylase complex [GO:0000118]; histone methyltransferase complex [GO:0035097]; kinetochore [GO:0000776]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pericentric heterochromatin [GO:0005721]; PML body [GO:0016605]; ribonucleoprotein complex [GO:1990904]; site of DNA damage [GO:0090734]; transcription repressor complex [GO:0017053]; chromatin binding [GO:0003682]; DNA-binding transcription factor binding [GO:0140297]; histone deacetylase binding [GO:0042826]; histone H3K9me2/3 reader activity [GO:0062072]; histone reader activity [GO:0140566]; identical protein binding [GO:0042802]; methylated histone binding [GO:0035064]; protein-containing complex binding [GO:0044877]; protein-macromolecule adaptor activity [GO:0030674]; ribonucleoprotein complex binding [GO:0043021]; DNA damage response [GO:0006974]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P45973}. Chromosome {ECO:0000250|UniProtKB:P45973}. Chromosome, centromere {ECO:0000250|UniProtKB:P45973}. Note=Colocalizes with HNRNPU in the nucleus (By similarity). Component of centromeric and pericentromeric heterochromatin. Associates with chromosomes during mitosis. Associates specifically with chromatin during metaphase and anaphase. Localizes to sites of DNA damage. {ECO:0000250|UniProtKB:P45973}.",FALSE
"Q91XI1",1.02402847101856,16.8550210973333,3.48535836568753,0.00163924588367102,0.803430761513016,-4.33670423623376,"Q91XI1","Q91XI1","Q91XI1","reviewed","DUS3L_MOUSE","tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like (EC 1.3.1.89) (mRNA-dihydrouridine synthase DUS3L) (EC 1.3.1.-) (tRNA-dihydrouridine synthase 3-like)","Dus3l","Mus musculus (Mouse)",637,"mRNA processing [GO:0006397]; regulation of translation [GO:0006417]; tRNA dihydrouridine synthesis [GO:0002943]","GO:0002943; GO:0006397; GO:0006417; GO:0008270; GO:0050660; GO:0102265; GO:0106414","","flavin adenine dinucleotide binding [GO:0050660]; mRNA dihydrouridine synthase activity [GO:0106414]; tRNA-dihydrouridine47 synthase activity [GO:0102265]; zinc ion binding [GO:0008270]","","flavin adenine dinucleotide binding [GO:0050660]; mRNA dihydrouridine synthase activity [GO:0106414]; tRNA-dihydrouridine47 synthase activity [GO:0102265]; zinc ion binding [GO:0008270]; mRNA processing [GO:0006397]; regulation of translation [GO:0006417]; tRNA dihydrouridine synthesis [GO:0002943]","",FALSE
"A2AGH6",1.04036498093788,18.0764053493333,3.47819919531775,0.00166999584717482,0.803430761513016,-4.33755090919275,"A2AGH6","A2AGH6","A2AGH6","reviewed","MED12_MOUSE","Mediator of RNA polymerase II transcription subunit 12 (Mediator complex subunit 12) (OPA-containing protein) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230) (Trinucleotide repeat-containing gene 11 protein)","Med12 Kiaa0192 Mopa Tnrc11 Trap230","Mus musculus (Mouse)",2190,"axis elongation involved in somitogenesis [GO:0090245]; embryonic brain development [GO:1990403]; embryonic neurocranium morphogenesis [GO:0048702]; embryonic organ development [GO:0048568]; endoderm development [GO:0007492]; heart development [GO:0007507]; neural tube closure [GO:0001843]; neural tube development [GO:0021915]; oligodendrocyte development [GO:0014003]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; post-anal tail morphogenesis [GO:0036342]; protein ubiquitination [GO:0016567]; Schwann cell development [GO:0014044]; somatic stem cell population maintenance [GO:0035019]; somitogenesis [GO:0001756]; spinal cord development [GO:0021510]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]","GO:0000151; GO:0000978; GO:0001756; GO:0001843; GO:0003682; GO:0003713; GO:0005654; GO:0007492; GO:0007507; GO:0008013; GO:0014003; GO:0014044; GO:0016567; GO:0016592; GO:0021510; GO:0021915; GO:0035019; GO:0036342; GO:0045944; GO:0046966; GO:0048568; GO:0048702; GO:0060071; GO:0060261; GO:0061630; GO:0090245; GO:1990403; GO:1990508","CKM complex [GO:1990508]; mediator complex [GO:0016592]; nucleoplasm [GO:0005654]; ubiquitin ligase complex [GO:0000151]","beta-catenin binding [GO:0008013]; chromatin binding [GO:0003682]; nuclear thyroid hormone receptor binding [GO:0046966]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription coactivator activity [GO:0003713]; ubiquitin protein ligase activity [GO:0061630]","Q8R3L8; P37173","CKM complex [GO:1990508]; mediator complex [GO:0016592]; nucleoplasm [GO:0005654]; ubiquitin ligase complex [GO:0000151]; beta-catenin binding [GO:0008013]; chromatin binding [GO:0003682]; nuclear thyroid hormone receptor binding [GO:0046966]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription coactivator activity [GO:0003713]; ubiquitin protein ligase activity [GO:0061630]; axis elongation involved in somitogenesis [GO:0090245]; embryonic brain development [GO:1990403]; embryonic neurocranium morphogenesis [GO:0048702]; embryonic organ development [GO:0048568]; endoderm development [GO:0007492]; heart development [GO:0007507]; neural tube closure [GO:0001843]; neural tube development [GO:0021915]; oligodendrocyte development [GO:0014003]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; post-anal tail morphogenesis [GO:0036342]; protein ubiquitination [GO:0016567]; Schwann cell development [GO:0014044]; somatic stem cell population maintenance [GO:0035019]; somitogenesis [GO:0001756]; spinal cord development [GO:0021510]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.",FALSE
"Q9QZH3",1.37582277372126,19.283612442,3.44566109592462,0.00181693793443422,0.803430761513016,-4.34140285893266,"Q9QZH3","Q9QZH3","Q9QZH3","reviewed","PPIE_MOUSE","Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8) (Cyclophilin E) (Cyclophilin-33) (Rotamase E)","Ppie Cyp33","Mus musculus (Mouse)",301,"mRNA splicing, via spliceosome [GO:0000398]; positive regulation of viral genome replication [GO:0045070]; protein folding [GO:0006457]; regulation of DNA-templated transcription [GO:0006355]","GO:0000398; GO:0003729; GO:0003755; GO:0005634; GO:0005829; GO:0006355; GO:0006457; GO:0008143; GO:0016607; GO:0045070; GO:0071007","cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; U2-type catalytic step 2 spliceosome [GO:0071007]","mRNA binding [GO:0003729]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; poly(A) binding [GO:0008143]","","cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; U2-type catalytic step 2 spliceosome [GO:0071007]; mRNA binding [GO:0003729]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; poly(A) binding [GO:0008143]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of viral genome replication [GO:0045070]; protein folding [GO:0006457]; regulation of DNA-templated transcription [GO:0006355]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9UNP9}.",FALSE
"Q9CQT2",1.05851838829871,17.7930017556667,3.41616897642205,0.00196088025612154,0.803430761513016,-4.3448993797119,"Q9CQT2","Q9CQT2","Q9CQT2","reviewed","RBM7_MOUSE","RNA-binding protein 7 (RNA-binding motif protein 7)","Rbm7","Mus musculus (Mouse)",265,"meiotic cell cycle [GO:0051321]","GO:0003723; GO:0005634; GO:0005654; GO:0051321; GO:0071889","nucleoplasm [GO:0005654]; nucleus [GO:0005634]","14-3-3 protein binding [GO:0071889]; RNA binding [GO:0003723]","","nucleoplasm [GO:0005654]; nucleus [GO:0005634]; 14-3-3 protein binding [GO:0071889]; RNA binding [GO:0003723]; meiotic cell cycle [GO:0051321]","SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q9Y580}. Nucleus {ECO:0000269|PubMed:25525152}. Note=Excluded from the nucleolus. {ECO:0000250|UniProtKB:Q9Y580}.",FALSE
"Q61835",-2.28139115278338,14.761379728,-3.3507525334148,0.00232056978998882,0.803430761513016,-4.35267057411808,"Q61835","Q61835","Q61835","reviewed","FXYD3_MOUSE","FXYD domain-containing ion transport regulator 3 (Chloride conductance inducer protein Mat-8) (Mammary tumor 8 kDa protein) (Phospholemman-like) (Sodium/potassium-transporting ATPase subunit FXYD3)","Fxyd3 Mat8 Plml","Mus musculus (Mouse)",88,"potassium ion transport [GO:0006813]; regulation of monoatomic ion transport [GO:0043269]; sodium ion transport [GO:0006814]","GO:0005789; GO:0005886; GO:0006813; GO:0006814; GO:0043269; GO:0051117; GO:0099106","endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]","ATPase binding [GO:0051117]; ion channel regulator activity [GO:0099106]","","endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]; ATPase binding [GO:0051117]; ion channel regulator activity [GO:0099106]; potassium ion transport [GO:0006813]; regulation of monoatomic ion transport [GO:0043269]; sodium ion transport [GO:0006814]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000255}.",FALSE
"Q9D240",-1.37049643469544,15.3483631896667,-3.25610763163102,0.00295561396002126,0.803430761513016,-4.36394455754687,"Q9D240","Q9D240","Q9D240","reviewed","PKHJ1_MOUSE","Pleckstrin homology domain-containing family J member 1 (PH domain-containing family J member 1) (Guanine nucleotide-releasing protein x)","Plekhj1 Gnrpx","Mus musculus (Mouse)",164,"","","","","","","",FALSE
"Q6NZF1",0.827349804033885,19.2298152116667,3.23364903816658,0.00312921509530584,0.803430761513016,-4.36662381733628,"Q6NZF1","Q6NZF1","Q6NZF1","reviewed","ZC11A_MOUSE","Zinc finger CCCH domain-containing protein 11A","Zc3h11a Kiaa0663","Mus musculus (Mouse)",792,"poly(A)+ mRNA export from nucleus [GO:0016973]","GO:0008270; GO:0016607; GO:0016973","nuclear speck [GO:0016607]","zinc ion binding [GO:0008270]","","nuclear speck [GO:0016607]; zinc ion binding [GO:0008270]; poly(A)+ mRNA export from nucleus [GO:0016973]","SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:37252988}.",FALSE
"Q8VDM1",1.45310927688887,18.5184097646667,3.19382762286241,0.00346137291343816,0.803430761513016,-4.37137712701656,"Q8VDM1","Q8VDM1","Q8VDM1","reviewed","ZGPAT_MOUSE","Zinc finger CCCH-type with G patch domain-containing protein","Zgpat Kiaa1847","Mus musculus (Mouse)",511,"negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of epidermal growth factor-activated receptor activity [GO:0007175]","GO:0000978; GO:0001227; GO:0003700; GO:0005634; GO:0005654; GO:0005886; GO:0007175; GO:0008270; GO:0043565; GO:0045892","nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]","","nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of epidermal growth factor-activated receptor activity [GO:0007175]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.",FALSE
