"ProteinID","logFC","AveExpr","t","P.Value","adj.P.Val","B","UniprotID","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology.IDs","Gene.Ontology..cellular.component.","Gene.Ontology..molecular.function.","Interacts.with","Gene.Ontology..GO.","Subcellular.location..CC.","IsSelenoprotein"
"Q61835",-2.74844847339753,14.7336943494444,-4.05990582851618,0.000827979160825091,0.568851584774394,-4.37956093798257,"Q61835","Q61835","Q61835","reviewed","FXYD3_MOUSE","FXYD domain-containing ion transport regulator 3 (Chloride conductance inducer protein Mat-8) (Mammary tumor 8 kDa protein) (Phospholemman-like) (Sodium/potassium-transporting ATPase subunit FXYD3)","Fxyd3 Mat8 Plml","Mus musculus (Mouse)",88,"potassium ion transport [GO:0006813]; regulation of monoatomic ion transport [GO:0043269]; sodium ion transport [GO:0006814]","GO:0005789; GO:0005886; GO:0006813; GO:0006814; GO:0043269; GO:0051117; GO:0099106","endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]","ATPase binding [GO:0051117]; ion channel regulator activity [GO:0099106]","","endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]; ATPase binding [GO:0051117]; ion channel regulator activity [GO:0099106]; potassium ion transport [GO:0006813]; regulation of monoatomic ion transport [GO:0043269]; sodium ion transport [GO:0006814]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000255}.",FALSE
"Q60821",3.59907626126547,13.7150100722222,3.99067809135655,0.000961263606991101,0.568851584774394,-4.38385133836608,"Q60821","Q60821","Q60821","reviewed","ZBT17_MOUSE","Zinc finger and BTB domain-containing protein 17 (LP-1) (Polyomavirus late initiator promoter-binding protein) (Zinc finger protein 100) (Zfp-100) (Zinc finger protein 151) (Zinc finger protein Z13)","Zbtb17 Zfp100 Znf151","Mus musculus (Mouse)",794,"ectoderm development [GO:0007398]; G1 to G0 transition [GO:0070314]; gastrulation with mouth forming second [GO:0001702]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of DNA-templated transcription [GO:0045893]","GO:0000978; GO:0001046; GO:0001223; GO:0001228; GO:0001702; GO:0003677; GO:0005634; GO:0007398; GO:0008270; GO:0008285; GO:0032993; GO:0045893; GO:0070314; GO:0140297","nucleus [GO:0005634]; protein-DNA complex [GO:0032993]","core promoter sequence-specific DNA binding [GO:0001046]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor binding [GO:0140297]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription coactivator binding [GO:0001223]; zinc ion binding [GO:0008270]","Q07120","nucleus [GO:0005634]; protein-DNA complex [GO:0032993]; core promoter sequence-specific DNA binding [GO:0001046]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor binding [GO:0140297]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription coactivator binding [GO:0001223]; zinc ion binding [GO:0008270]; ectoderm development [GO:0007398]; G1 to G0 transition [GO:0070314]; gastrulation with mouth forming second [GO:0001702]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of DNA-templated transcription [GO:0045893]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.",FALSE
"Q8VE97",1.05555013130674,18.6422552355556,3.76888504446441,0.00155210976474572,0.568851584774394,-4.39805751367971,"Q8VE97","Q8VE97","Q8VE97","reviewed","SRSF4_MOUSE","Serine/arginine-rich splicing factor 4 (Splicing factor, arginine/serine-rich 4)","Srsf4 Sfrs4 MNCb-2616","Mus musculus (Mouse)",489,"hematopoietic progenitor cell differentiation [GO:0002244]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; RNA splicing [GO:0008380]","GO:0002244; GO:0003723; GO:0006397; GO:0008380; GO:0016607; GO:0048025","nuclear speck [GO:0016607]","RNA binding [GO:0003723]","","nuclear speck [GO:0016607]; RNA binding [GO:0003723]; hematopoietic progenitor cell differentiation [GO:0002244]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; RNA splicing [GO:0008380]","SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250}.",FALSE
"Q91VL9",2.65081060887208,14.5654918916667,3.61428164966218,0.00216823866002915,0.568851584774394,-4.40836734328787,"Q91VL9","Q91VL9","Q91VL9","reviewed","ZBTB1_MOUSE","Zinc finger and BTB domain-containing protein 1","Zbtb1","Mus musculus (Mouse)",713,"B cell differentiation [GO:0030183]; cellular response to UV [GO:0034644]; chromatin remodeling [GO:0006338]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; innate immune response [GO:0045087]; mRNA transcription by RNA polymerase II [GO:0042789]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of natural killer cell differentiation [GO:0032825]; positive regulation of pro-T cell differentiation [GO:2000176]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of T cell mediated immunity [GO:0002711]; protein homooligomerization [GO:0051260]; T cell differentiation in thymus [GO:0033077]; thymus development [GO:0048538]; translesion synthesis [GO:0019985]","GO:0000122; GO:0002711; GO:0003677; GO:0005634; GO:0005654; GO:0006281; GO:0006338; GO:0006974; GO:0008270; GO:0016604; GO:0019985; GO:0030183; GO:0031965; GO:0032825; GO:0033077; GO:0034644; GO:0042789; GO:0042803; GO:0045087; GO:0045582; GO:0046982; GO:0048538; GO:0051260; GO:0070530; GO:2000176","nuclear body [GO:0016604]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","DNA binding [GO:0003677]; K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; zinc ion binding [GO:0008270]","","nuclear body [GO:0016604]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; zinc ion binding [GO:0008270]; B cell differentiation [GO:0030183]; cellular response to UV [GO:0034644]; chromatin remodeling [GO:0006338]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; innate immune response [GO:0045087]; mRNA transcription by RNA polymerase II [GO:0042789]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of natural killer cell differentiation [GO:0032825]; positive regulation of pro-T cell differentiation [GO:2000176]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of T cell mediated immunity [GO:0002711]; protein homooligomerization [GO:0051260]; T cell differentiation in thymus [GO:0033077]; thymus development [GO:0048538]; translesion synthesis [GO:0019985]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9Y2K1}. Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q9Y2K1}. Note=Localized in dot-like structures in the nucleus. Colocalized with SMRT in nuclear bodies. The sumoylated form is preferentially located in the nucleoplasm outside the nuclear bodies (By similarity). {ECO:0000250|UniProtKB:Q9Y2K1}.",FALSE
"P15702",-2.89316021361761,15.3848753722222,-3.56730920959389,0.00239995865828851,0.568851584774394,-4.4115641572152,"P15702","P15702","P15702","reviewed","LEUK_MOUSE","Leukosialin (B-cell differentiation antigen LP-3) (Leukocyte sialoglycoprotein) (Lymphocyte antigen 48) (Ly-48) (Sialophorin) (CD antigen CD43) [Cleaved into: CD43 cytoplasmic tail (CD43-ct) (CD43ct)]","Spn","Mus musculus (Mouse)",395,"apoptotic signaling pathway [GO:0097190]; cell surface receptor signaling pathway [GO:0007166]; defense response to bacterium [GO:0042742]; leukocyte tethering or rolling [GO:0050901]; negative regulation of cell adhesion [GO:0007162]; negative regulation of T cell activation [GO:0050868]; negative regulation of T cell proliferation [GO:0042130]; negative regulation of type IV hypersensitivity [GO:0001808]; negative thymic T cell selection [GO:0045060]; positive regulation of T cell migration [GO:2000406]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of defense response to virus [GO:0050688]; regulation of immune response [GO:0050776]; regulation of T cell migration [GO:2000404]; response to protozoan [GO:0001562]; T cell costimulation [GO:0031295]; T cell proliferation [GO:0042098]; T-helper 1 cell lineage commitment [GO:0002296]","GO:0001562; GO:0001808; GO:0001931; GO:0002296; GO:0004888; GO:0005604; GO:0005615; GO:0005886; GO:0005902; GO:0007162; GO:0007166; GO:0009897; GO:0016605; GO:0030544; GO:0031072; GO:0031295; GO:0032760; GO:0042098; GO:0042102; GO:0042130; GO:0042742; GO:0045060; GO:0050688; GO:0050776; GO:0050868; GO:0050901; GO:0097190; GO:2000404; GO:2000406","basement membrane [GO:0005604]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; microvillus [GO:0005902]; plasma membrane [GO:0005886]; PML body [GO:0016605]; uropod [GO:0001931]","heat shock protein binding [GO:0031072]; Hsp70 protein binding [GO:0030544]; transmembrane signaling receptor activity [GO:0004888]","","basement membrane [GO:0005604]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; microvillus [GO:0005902]; plasma membrane [GO:0005886]; PML body [GO:0016605]; uropod [GO:0001931]; heat shock protein binding [GO:0031072]; Hsp70 protein binding [GO:0030544]; transmembrane signaling receptor activity [GO:0004888]; apoptotic signaling pathway [GO:0097190]; cell surface receptor signaling pathway [GO:0007166]; defense response to bacterium [GO:0042742]; leukocyte tethering or rolling [GO:0050901]; negative regulation of cell adhesion [GO:0007162]; negative regulation of T cell activation [GO:0050868]; negative regulation of T cell proliferation [GO:0042130]; negative regulation of type IV hypersensitivity [GO:0001808]; negative thymic T cell selection [GO:0045060]; positive regulation of T cell migration [GO:2000406]; positive regulation of T cell proliferation [GO:0042102]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of defense response to virus [GO:0050688]; regulation of immune response [GO:0050776]; regulation of T cell migration [GO:2000404]; response to protozoan [GO:0001562]; T cell costimulation [GO:0031295]; T cell proliferation [GO:0042098]; T-helper 1 cell lineage commitment [GO:0002296]","SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, microvillus {ECO:0000250|UniProtKB:P13838}. Cell projection, uropodium {ECO:0000269|PubMed:21289089}. Note=Localizes to the uropodium and microvilli via its interaction with ERM proteins (EZR, RDX and MSN). {ECO:0000250|UniProtKB:P13838, ECO:0000269|PubMed:21289089}.; SUBCELLULAR LOCATION: [CD43 cytoplasmic tail]: Nucleus {ECO:0000269|PubMed:19696198}. Nucleus, PML body {ECO:0000269|PubMed:19696198}. Note=The sumoylated form localizes to the PML body. {ECO:0000269|PubMed:19696198}.",FALSE
"P08730",3.542151745337,15.5736110638889,3.34834883461418,0.00384965018555906,0.568851584774394,-4.4268453559308,"P08730","P08730","P08730","reviewed","K1C13_MOUSE","Keratin, type I cytoskeletal 13 (47 kDa cytokeratin) (Cytokeratin-13) (CK-13) (Keratin-13) (K13)","Krt13 Krt1-13","Mus musculus (Mouse)",437,"cellular response to retinoic acid [GO:0071300]; regulation of translation in response to stress [GO:0043555]; tongue morphogenesis [GO:0043587]","GO:0005198; GO:0005882; GO:0043555; GO:0043587; GO:0071300","intermediate filament [GO:0005882]","structural molecule activity [GO:0005198]","","intermediate filament [GO:0005882]; structural molecule activity [GO:0005198]; cellular response to retinoic acid [GO:0071300]; regulation of translation in response to stress [GO:0043555]; tongue morphogenesis [GO:0043587]","",FALSE
"P14602",1.5772485507978,17.2607080955556,3.33970826743907,0.00392195129113203,0.568851584774394,-4.4274607277303,"P14602","P14602","P14602","reviewed","HSPB1_MOUSE","Heat shock protein beta-1 (HspB1) (Growth-related 25 kDa protein) (Heat shock 25 kDa protein) (HSP 25) (Heat shock 27 kDa protein) (HSP 27) (p25)","Hspb1 Hsp25 Hsp27","Mus musculus (Mouse)",209,"anterograde axonal protein transport [GO:0099641]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; chaperone-mediated protein folding [GO:0061077]; intracellular signal transduction [GO:0035556]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of protein kinase C signaling [GO:0090038]; positive regulation of angiogenesis [GO:0045766]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of endothelial cell chemotaxis [GO:2001028]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; response to unfolded protein [GO:0006986]; response to virus [GO:0009615]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]","GO:0000502; GO:0001533; GO:0005080; GO:0005634; GO:0005737; GO:0005819; GO:0005886; GO:0006986; GO:0008426; GO:0009615; GO:0030018; GO:0032731; GO:0032760; GO:0035556; GO:0035924; GO:0042802; GO:0042803; GO:0043122; GO:0043130; GO:0043292; GO:0043536; GO:0044183; GO:0045766; GO:0048010; GO:0061077; GO:0061629; GO:0090038; GO:0099641; GO:1902176; GO:1904115; GO:2001028; GO:2001234","axon cytoplasm [GO:1904115]; contractile muscle fiber [GO:0043292]; cornified envelope [GO:0001533]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; proteasome complex [GO:0000502]; spindle [GO:0005819]; Z disc [GO:0030018]","identical protein binding [GO:0042802]; protein folding chaperone [GO:0044183]; protein homodimerization activity [GO:0042803]; protein kinase C binding [GO:0005080]; protein kinase C inhibitor activity [GO:0008426]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; ubiquitin binding [GO:0043130]","","axon cytoplasm [GO:1904115]; contractile muscle fiber [GO:0043292]; cornified envelope [GO:0001533]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; proteasome complex [GO:0000502]; spindle [GO:0005819]; Z disc [GO:0030018]; identical protein binding [GO:0042802]; protein folding chaperone [GO:0044183]; protein homodimerization activity [GO:0042803]; protein kinase C binding [GO:0005080]; protein kinase C inhibitor activity [GO:0008426]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; ubiquitin binding [GO:0043130]; anterograde axonal protein transport [GO:0099641]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; chaperone-mediated protein folding [GO:0061077]; intracellular signal transduction [GO:0035556]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of protein kinase C signaling [GO:0090038]; positive regulation of angiogenesis [GO:0045766]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of endothelial cell chemotaxis [GO:2001028]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of tumor necrosis factor production [GO:0032760]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; response to unfolded protein [GO:0006986]; response to virus [GO:0009615]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P04792}. Nucleus {ECO:0000250|UniProtKB:P04792}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:P04792}. Note=Cytoplasmic in interphase cells. Colocalizes with mitotic spindles in mitotic cells. Translocates to the nucleus during heat shock and resides in sub-nuclear structures known as SC35 speckles or nuclear splicing speckles. {ECO:0000250|UniProtKB:P04792}.",FALSE
"Q06335",-1.95660130704264,16.0370368527778,-3.21188339988992,0.00516204908759081,0.568851584774394,-4.43666738106648,"Q06335","Q06335","Q06335","reviewed","APLP2_MOUSE","Amyloid beta precursor like protein 2 (Amyloid beta (A4) precursor-like protein 2) (Amyloid protein homolog) (Amyloid-like protein 2) (APLP-2) (CDEI box-binding protein) (CDEBP) (Sperm membrane protein YWK-II)","Aplp2 APPL2","Mus musculus (Mouse)",707,"cholesterol metabolic process [GO:0008203]; extracellular matrix organization [GO:0030198]; forebrain development [GO:0030900]; intracellular copper ion homeostasis [GO:0006878]; locomotory behavior [GO:0007626]; mating behavior [GO:0007617]; midbrain development [GO:0030901]; neuromuscular process controlling balance [GO:0050885]; suckling behavior [GO:0001967]","GO:0001967; GO:0003677; GO:0005634; GO:0005886; GO:0006878; GO:0007617; GO:0007626; GO:0008201; GO:0008203; GO:0030198; GO:0030900; GO:0030901; GO:0046914; GO:0050885; GO:0097444","nucleus [GO:0005634]; plasma membrane [GO:0005886]; spine apparatus [GO:0097444]","DNA binding [GO:0003677]; heparin binding [GO:0008201]; transition metal ion binding [GO:0046914]","P12023","nucleus [GO:0005634]; plasma membrane [GO:0005886]; spine apparatus [GO:0097444]; DNA binding [GO:0003677]; heparin binding [GO:0008201]; transition metal ion binding [GO:0046914]; cholesterol metabolic process [GO:0008203]; extracellular matrix organization [GO:0030198]; forebrain development [GO:0030900]; intracellular copper ion homeostasis [GO:0006878]; locomotory behavior [GO:0007626]; mating behavior [GO:0007617]; midbrain development [GO:0030901]; neuromuscular process controlling balance [GO:0050885]; suckling behavior [GO:0001967]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Nucleus {ECO:0000305}.",FALSE
"Q62470",-1.06492072814305,20.4801987844444,-3.18543086721354,0.00546328162385664,0.568851584774394,-4.43859595229699,"Q62470","Q62470","Q62470","reviewed","ITA3_MOUSE","Integrin alpha-3 (CD49 antigen-like family member C) (Galactoprotein B3) (GAPB3) (VLA-3 subunit alpha) (CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain]","Itga3","Mus musculus (Mouse)",1053,"dendritic spine maintenance [GO:0097062]; exploration behavior [GO:0035640]; heart development [GO:0007507]; integrin-mediated signaling pathway [GO:0007229]; lung development [GO:0030324]; maternal process involved in female pregnancy [GO:0060135]; memory [GO:0007613]; mesodermal cell differentiation [GO:0048333]; negative regulation of cell projection organization [GO:0031345]; negative regulation of Rho protein signal transduction [GO:0035024]; nephron development [GO:0072006]; neuron migration [GO:0001764]; positive regulation of cell-substrate adhesion [GO:0010811]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron projection development [GO:0010976]; positive regulation of protein localization to plasma membrane [GO:1903078]; postsynapse organization [GO:0099173]; regulation of BMP signaling pathway [GO:0030510]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]; regulation of Wnt signaling pathway [GO:0030111]; renal filtration [GO:0097205]; response to gonadotropin [GO:0034698]; response to xenobiotic stimulus [GO:0009410]; Rho protein signal transduction [GO:0007266]; skin development [GO:0043588]; synaptic membrane adhesion [GO:0099560]","GO:0001764; GO:0001968; GO:0002020; GO:0005178; GO:0005518; GO:0005886; GO:0007229; GO:0007266; GO:0007507; GO:0007613; GO:0009410; GO:0009897; GO:0010628; GO:0010634; GO:0010811; GO:0010976; GO:0016323; GO:0017015; GO:0019904; GO:0030111; GO:0030324; GO:0030510; GO:0031345; GO:0031527; GO:0031594; GO:0034667; GO:0034698; GO:0035024; GO:0035640; GO:0043235; GO:0043236; GO:0043588; GO:0045202; GO:0045211; GO:0046982; GO:0048333; GO:0048471; GO:0048787; GO:0060076; GO:0060135; GO:0070161; GO:0072006; GO:0097060; GO:0097062; GO:0097205; GO:0098978; GO:0099173; GO:0099560; GO:1903078; GO:1990812","anchoring junction [GO:0070161]; basolateral plasma membrane [GO:0016323]; excitatory synapse [GO:0060076]; external side of plasma membrane [GO:0009897]; filopodium membrane [GO:0031527]; glutamatergic synapse [GO:0098978]; growth cone filopodium [GO:1990812]; integrin alpha3-beta1 complex [GO:0034667]; neuromuscular junction [GO:0031594]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynaptic active zone membrane [GO:0048787]; receptor complex [GO:0043235]; synapse [GO:0045202]; synaptic membrane [GO:0097060]","collagen binding [GO:0005518]; fibronectin binding [GO:0001968]; integrin binding [GO:0005178]; laminin binding [GO:0043236]; protease binding [GO:0002020]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]","O35566; P28828","anchoring junction [GO:0070161]; basolateral plasma membrane [GO:0016323]; excitatory synapse [GO:0060076]; external side of plasma membrane [GO:0009897]; filopodium membrane [GO:0031527]; glutamatergic synapse [GO:0098978]; growth cone filopodium [GO:1990812]; integrin alpha3-beta1 complex [GO:0034667]; neuromuscular junction [GO:0031594]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynaptic active zone membrane [GO:0048787]; receptor complex [GO:0043235]; synapse [GO:0045202]; synaptic membrane [GO:0097060]; collagen binding [GO:0005518]; fibronectin binding [GO:0001968]; integrin binding [GO:0005178]; laminin binding [GO:0043236]; protease binding [GO:0002020]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; dendritic spine maintenance [GO:0097062]; exploration behavior [GO:0035640]; heart development [GO:0007507]; integrin-mediated signaling pathway [GO:0007229]; lung development [GO:0030324]; maternal process involved in female pregnancy [GO:0060135]; memory [GO:0007613]; mesodermal cell differentiation [GO:0048333]; negative regulation of cell projection organization [GO:0031345]; negative regulation of Rho protein signal transduction [GO:0035024]; nephron development [GO:0072006]; neuron migration [GO:0001764]; positive regulation of cell-substrate adhesion [GO:0010811]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron projection development [GO:0010976]; positive regulation of protein localization to plasma membrane [GO:1903078]; postsynapse organization [GO:0099173]; regulation of BMP signaling pathway [GO:0030510]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]; regulation of Wnt signaling pathway [GO:0030111]; renal filtration [GO:0097205]; response to gonadotropin [GO:0034698]; response to xenobiotic stimulus [GO:0009410]; Rho protein signal transduction [GO:0007266]; skin development [GO:0043588]; synaptic membrane adhesion [GO:0099560]","SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}. Cell projection, invadopodium membrane {ECO:0000250|UniProtKB:P26006}; Single-pass type I membrane protein {ECO:0000255}. Cell projection, filopodium membrane {ECO:0000250|UniProtKB:P26006}; Single-pass type I membrane protein {ECO:0000255}. Note=Enriched preferentially at invadopodia, cell membrane protrusions that correspond to sites of cell invasion, in a collagen-dependent manner. {ECO:0000250|UniProtKB:P26006}.",FALSE
"Q99M28",1.4231680376066,20.7131403166667,3.17543143649693,0.00558159627631961,0.568851584774394,-4.43932698376167,"Q99M28","Q99M28","Q99M28","reviewed","RNPS1_MOUSE","RNA-binding protein with serine-rich domain 1","Rnps1","Mus musculus (Mouse)",305,"mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of apoptotic process [GO:0043065]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]","GO:0000184; GO:0000381; GO:0003730; GO:0005737; GO:0006397; GO:0008380; GO:0016607; GO:0043065; GO:0048025; GO:0061574","ASAP complex [GO:0061574]; cytoplasm [GO:0005737]; nuclear speck [GO:0016607]","mRNA 3'-UTR binding [GO:0003730]","","ASAP complex [GO:0061574]; cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; mRNA 3'-UTR binding [GO:0003730]; mRNA processing [GO:0006397]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of apoptotic process [GO:0043065]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Nucleus speckle {ECO:0000250}. Cytoplasm {ECO:0000250}. Note=Nucleocytoplasmic shuttling protein. Colocalizes with the core EJC, ALYREF/THOC4, NXF1 and UAP56 in the nucleus and nuclear speckles (By similarity). {ECO:0000250}.",FALSE
