"ProteinID","logFC","AveExpr","t","P.Value","adj.P.Val","B","UniprotID","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology.IDs","Gene.Ontology..cellular.component.","Gene.Ontology..molecular.function.","Interacts.with","Gene.Ontology..GO.","Subcellular.location..CC.","IsSelenoprotein"
"Q6ZWQ7",7.749236515,21.4766236691667,25.5253664864285,1.01307278178766e-10,7.40961432599494e-07,13.4125116955722,"Q6ZWQ7","Q6ZWQ7","Q6ZWQ7","reviewed","SPCS3_MOUSE","Signal peptidase complex subunit 3 (Microsomal signal peptidase 22/23 kDa subunit) (SPC22/23) (SPase 22/23 kDa subunit)","Spcs3","Mus musculus (Mouse)",180,"signal peptide processing [GO:0006465]","GO:0005787; GO:0006465","signal peptidase complex [GO:0005787]","","","signal peptidase complex [GO:0005787]; signal peptide processing [GO:0006465]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P61008}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P61008}.",FALSE
"O35887",8.2331608125,22.7488366666667,20.9456481487512,7.63958261511187e-10,2.79379536234641e-06,12.1311684672203,"O35887","O35887","O35887","reviewed","CALU_MOUSE","Calumenin (Crocalbin)","Calu","Mus musculus (Mouse)",315,"","GO:0005509; GO:0005576; GO:0005783; GO:0005788; GO:0005789; GO:0005794; GO:0033018; GO:0042470","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; melanosome [GO:0042470]; sarcoplasmic reticulum lumen [GO:0033018]","calcium ion binding [GO:0005509]","","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; melanosome [GO:0042470]; sarcoplasmic reticulum lumen [GO:0033018]; calcium ion binding [GO:0005509]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O43852}. Golgi apparatus {ECO:0000250|UniProtKB:O43852}. Secreted {ECO:0000250|UniProtKB:O43852}. Melanosome {ECO:0000250|UniProtKB:O43852}. Sarcoplasmic reticulum lumen {ECO:0000250|UniProtKB:O43852}.",FALSE
"Q8BXA1",5.10134712,20.2738831333333,19.9136933974533,1.27695386391153e-09,3.11321352021631e-06,11.7728627829862,"Q8BXA1","Q8BXA1","Q8BXA1","reviewed","GOLI4_MOUSE","Golgi integral membrane protein 4 (Decapacitation factor 10) (Golgi phosphoprotein 4)","Golim4 Df10 Golph4","Mus musculus (Mouse)",655,"","GO:0000139; GO:0005794; GO:0010008; GO:0016020; GO:0032580","endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; membrane [GO:0016020]","","","endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; membrane [GO:0016020]","SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Endosome membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Membrane {ECO:0000250|UniProtKB:O00461}; Lipid-anchor {ECO:0000250|UniProtKB:O00461}. Note=Localizes to cis and medial Golgi cisternae. Probably cycles between early Golgi and distal compartments like endosome (By similarity). {ECO:0000250}.",FALSE
"Q91W64",8.52076697500001,21.5792080833333,18.9925203099254,2.06463536248619e-09,3.775185760306e-06,11.4263877562683,"Q91W64","Q91W64","Q91W64","reviewed","CP270_MOUSE","Cytochrome P450 2C70 (EC 1.14.14.-) (CYPIIC70)","Cyp2c70 Cyp2c-70 Cyp2c22","Mus musculus (Mouse)",489,"","GO:0004497; GO:0005506; GO:0005789; GO:0016705; GO:0020037","endoplasmic reticulum membrane [GO:0005789]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]","","endoplasmic reticulum membrane [GO:0005789]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein. Microsome membrane; Peripheral membrane protein.",FALSE
"Q8BSF4",6.18742437750001,21.3524374091667,17.6237677784043,4.39873858829552e-09,5.74198927645294e-06,10.8595573987684,"Q8BSF4","Q8BSF4","Q8BSF4","reviewed","PISD_MOUSE","Phosphatidylserine decarboxylase proenzyme, mitochondrial (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase beta chain; Phosphatidylserine decarboxylase alpha chain]","Pisd","Mus musculus (Mouse)",406,"lipid droplet formation [GO:0140042]; mitochondrial protein catabolic process [GO:0035694]; phosphatidylethanolamine biosynthetic process [GO:0006646]; protein autoprocessing [GO:0016540]; regulation of mitochondrion organization [GO:0010821]","GO:0004609; GO:0005739; GO:0005743; GO:0005811; GO:0006646; GO:0010821; GO:0016540; GO:0035694; GO:0140042","lipid droplet [GO:0005811]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]","phosphatidylserine decarboxylase activity [GO:0004609]","","lipid droplet [GO:0005811]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; phosphatidylserine decarboxylase activity [GO:0004609]; lipid droplet formation [GO:0140042]; mitochondrial protein catabolic process [GO:0035694]; phosphatidylethanolamine biosynthetic process [GO:0006646]; protein autoprocessing [GO:0016540]; regulation of mitochondrion organization [GO:0010821]","SUBCELLULAR LOCATION: [Phosphatidylserine decarboxylase beta chain]: Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03208, ECO:0000269|PubMed:6862014}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03208}; Intermembrane side {ECO:0000255|HAMAP-Rule:MF_03208}.; SUBCELLULAR LOCATION: [Phosphatidylserine decarboxylase alpha chain]: Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03208, ECO:0000269|PubMed:6862014}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03208}; Intermembrane side {ECO:0000255|HAMAP-Rule:MF_03208}. Cytoplasm {ECO:0000250|UniProtKB:Q9UG56}. Note=Anchored to the mitochondrial inner membrane through its interaction with the integral membrane beta chain. {ECO:0000255|HAMAP-Rule:MF_03208}.; SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9UG56}. Lipid droplet {ECO:0000250|UniProtKB:Q9UG56}. Note=Predominantly localizes to lipid droplets in lipid-replete conditions, and to mitochondria in lipid-deplete conditions. {ECO:0000250|UniProtKB:Q9UG56}.",FALSE
"Q9JLJ0",5.01909355,20.2837723108333,17.5045871858269,4.71040957871447e-09,5.74198927645294e-06,10.8070029206943,"Q9JLJ0","Q9JLJ0","Q9JLJ0","reviewed","LITAF_MOUSE","Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog (LPS-induced TNF-alpha factor homolog) (Estrogen-enhanced transcript protein) (mEET) (LITAF-like protein) (NEDD4 WW domain-binding protein 3)","Litaf N4wbp3 Tbx1","Mus musculus (Mouse)",161,"cellular response to lipopolysaccharide [GO:0071222]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; regulation of macrophage cytokine production [GO:0010935]; response to lipopolysaccharide [GO:0032496]","GO:0000139; GO:0000978; GO:0001228; GO:0005654; GO:0005765; GO:0005794; GO:0008270; GO:0009898; GO:0010935; GO:0032496; GO:0042802; GO:0043123; GO:0050699; GO:0071222; GO:0098559; GO:0098560; GO:0098574; GO:1901223","cytoplasmic side of early endosome membrane [GO:0098559]; cytoplasmic side of late endosome membrane [GO:0098560]; cytoplasmic side of lysosomal membrane [GO:0098574]; cytoplasmic side of plasma membrane [GO:0009898]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; lysosomal membrane [GO:0005765]; nucleoplasm [GO:0005654]","DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; identical protein binding [GO:0042802]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; WW domain binding [GO:0050699]; zinc ion binding [GO:0008270]","P46935","cytoplasmic side of early endosome membrane [GO:0098559]; cytoplasmic side of late endosome membrane [GO:0098560]; cytoplasmic side of lysosomal membrane [GO:0098574]; cytoplasmic side of plasma membrane [GO:0009898]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; lysosomal membrane [GO:0005765]; nucleoplasm [GO:0005654]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; identical protein binding [GO:0042802]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; WW domain binding [GO:0050699]; zinc ion binding [GO:0008270]; cellular response to lipopolysaccharide [GO:0071222]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; regulation of macrophage cytokine production [GO:0010935]; response to lipopolysaccharide [GO:0032496]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q99732}. Nucleus {ECO:0000250|UniProtKB:Q99732}. Lysosome membrane {ECO:0000250|UniProtKB:Q99732}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q99732}; Cytoplasmic side {ECO:0000250|UniProtKB:Q99732}. Early endosome membrane {ECO:0000250|UniProtKB:Q99732}. Late endosome membrane {ECO:0000250|UniProtKB:Q99732}. Endosome membrane {ECO:0000250|UniProtKB:Q99732}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q99732}; Cytoplasmic side {ECO:0000250|UniProtKB:Q99732}. Cell membrane {ECO:0000250|UniProtKB:Q99732}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q99732}; Cytoplasmic side {ECO:0000250|UniProtKB:Q99732}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q99732}. Note=Associated with membranes of lysosomes, early and late endosomes. Can translocate from the cytoplasm into the nucleus (By similarity). Detected at Schmidt-Lanterman incisures and in nodal regions of myelinating Schwann cells (PubMed:22729949). {ECO:0000250|UniProtKB:Q99732, ECO:0000269|PubMed:22729949}.",FALSE
"Q3URQ0",5.70964413,20.030912205,17.1030014377172,5.95190732318039e-09,6.21889288024877e-06,10.6258849127429,"Q3URQ0","Q3URQ0","Q3URQ0","reviewed","TEX10_MOUSE","Testis-expressed protein 10","Tex10","Mus musculus (Mouse)",928,"","GO:0005730; GO:0005739; GO:0071339","mitochondrion [GO:0005739]; MLL1 complex [GO:0071339]; nucleolus [GO:0005730]","","","mitochondrion [GO:0005739]; MLL1 complex [GO:0071339]; nucleolus [GO:0005730]","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250|UniProtKB:Q9NXF1}. Nucleus, nucleoplasm {ECO:0000269|PubMed:22872859}. Cytoplasm {ECO:0000269|PubMed:22872859}. Note=Mainly found in the nucleoplasm, with low levels detected in the cytoplasmic and chromatin fractions. {ECO:0000269|PubMed:22872859}.",FALSE
"Q6ZWR6",-4.94119804,12.61270062,-16.7216248248599,7.46847465115549e-09,6.38613245261819e-06,10.4479324658487,"Q6ZWR6","Q6ZWR6","Q6ZWR6","reviewed","SYNE1_MOUSE","Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1)","Syne1","Mus musculus (Mouse)",8799,"cell differentiation [GO:0030154]; centrosome localization [GO:0051642]; nuclear migration [GO:0007097]; regulation of cilium assembly [GO:1902017]; spermatogenesis [GO:0007283]","GO:0005635; GO:0005640; GO:0005856; GO:0007097; GO:0007283; GO:0030017; GO:0030154; GO:0042802; GO:0042803; GO:0051015; GO:0051642; GO:1902017","cytoskeleton [GO:0005856]; nuclear envelope [GO:0005635]; nuclear outer membrane [GO:0005640]; sarcomere [GO:0030017]","actin filament binding [GO:0051015]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]","Q6ZWR6-5; Q6ZMZ3-1","cytoskeleton [GO:0005856]; nuclear envelope [GO:0005635]; nuclear outer membrane [GO:0005640]; sarcomere [GO:0030017]; actin filament binding [GO:0051015]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; cell differentiation [GO:0030154]; centrosome localization [GO:0051642]; nuclear migration [GO:0007097]; regulation of cilium assembly [GO:1902017]; spermatogenesis [GO:0007283]","SUBCELLULAR LOCATION: Nucleus outer membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Nucleus. Nucleus envelope. Cytoplasm, cytoskeleton. Cytoplasm, myofibril, sarcomere {ECO:0000250}. Note=The largest part of the protein is cytoplasmic, while its C-terminal part is associated with the nuclear envelope, most probably the outer nuclear membrane. In skeletal and smooth muscles, a significant amount is found in the sarcomeres (By similarity). {ECO:0000250}.",FALSE
"P61213",-4.552052425,12.56356671,-16.6372455645771,7.85824337893953e-09,6.38613245261819e-06,10.4077527076253,"P61213","P61213","P61213","reviewed","ARL4A_MOUSE","ADP-ribosylation factor-like protein 4A","Arl4a Arl4","Mus musculus (Mouse)",200,"brown fat cell differentiation [GO:0050873]","GO:0003924; GO:0005525; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0005886; GO:0050873","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]","","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; brown fat cell differentiation [GO:0050873]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}. Cytoplasm {ECO:0000250}. Nucleus, nucleolus {ECO:0000250}. Note=Localization in the nucleolus is dependent by nucleotide binding. {ECO:0000250}.",FALSE
"Q91YJ5",-6.103338835,20.6739698891667,-16.4287604916414,8.92002540940165e-09,6.52410658443636e-06,10.3071896807761,"Q91YJ5","Q91YJ5","Q91YJ5","reviewed","IF2M_MOUSE","Translation initiation factor IF-2, mitochondrial (IF-2(Mt)) (IF-2Mt) (IF2(mt))","Mtif2","Mus musculus (Mouse)",727,"mitochondrial translational initiation [GO:0070124]; ribosome disassembly [GO:0032790]","GO:0003743; GO:0003924; GO:0005525; GO:0005654; GO:0005739; GO:0008135; GO:0032790; GO:0043024; GO:0070124","mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosomal small subunit binding [GO:0043024]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]","","mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosomal small subunit binding [GO:0043024]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]; mitochondrial translational initiation [GO:0070124]; ribosome disassembly [GO:0032790]","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.",FALSE
