"ProteinID","logFC","AveExpr","t","P.Value","adj.P.Val","B","UniprotID","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology.IDs","Gene.Ontology..cellular.component.","Gene.Ontology..molecular.function.","Interacts.with","Gene.Ontology..GO.","Subcellular.location..CC.","IsSelenoprotein"
"A0A0G2JDV3",-0.969961936238838,16.7934347518519,-4.42979045153302,0.000158899441649595,0.33512547275719,0.0965429166321572,"A0A0G2JDV3","A0A0G2JDV3","A0A0G2JDV3","reviewed","GBP6_MOUSE","Guanylate-binding protein 6 (EC 3.6.5.-) (GTP-binding protein 6) (GBP-6) (Guanine nucleotide-binding protein 6) (Macrophage activation 2 like protein)","Gbp6 Mpa2l","Mus musculus (Mouse)",611,"adhesion of symbiont to host [GO:0044406]; cellular response to interferon-beta [GO:0035458]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to type II interferon [GO:0071346]; defense response to Gram-positive bacterium [GO:0050830]; defense response to protozoan [GO:0042832]; response to bacterium [GO:0009617]","GO:0003924; GO:0005525; GO:0009617; GO:0020005; GO:0031410; GO:0035458; GO:0042832; GO:0044406; GO:0050830; GO:0071222; GO:0071346","cytoplasmic vesicle [GO:0031410]; symbiont-containing vacuole membrane [GO:0020005]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]","","cytoplasmic vesicle [GO:0031410]; symbiont-containing vacuole membrane [GO:0020005]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; adhesion of symbiont to host [GO:0044406]; cellular response to interferon-beta [GO:0035458]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to type II interferon [GO:0071346]; defense response to Gram-positive bacterium [GO:0050830]; defense response to protozoan [GO:0042832]; response to bacterium [GO:0009617]","SUBCELLULAR LOCATION: Cytoplasmic vesicle {ECO:0000269|PubMed:18025219}.",FALSE
"O08605",3.04073429967076,11.3676158564444,4.37219829465244,0.000184629477009853,0.33512547275719,-0.0022219941621513,"O08605","O08605","O08605","reviewed","MKNK1_MOUSE","MAP kinase-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 1) (MAPK signal-integrating kinase 1) (Mnk1)","Mknk1 Mnk1","Mus musculus (Mouse)",427,"extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; regulation of translation [GO:0006417]; response to salt stress [GO:0009651]","GO:0004674; GO:0005524; GO:0006417; GO:0006468; GO:0009651; GO:0035556; GO:0046872; GO:0097192; GO:0106310","","ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]","","ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; regulation of translation [GO:0006417]; response to salt stress [GO:0009651]","",FALSE
"O88947",2.7958781762433,11.6901123333704,4.27520393125711,0.000237656892005208,0.33512547275719,-0.168986905930467,"O88947","O88947","O88947","reviewed","FA10_MOUSE","Coagulation factor X (EC 3.4.21.6) (Stuart factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]","F10","Mus musculus (Mouse)",481,"blood coagulation [GO:0007596]; proteolysis [GO:0006508]","GO:0004252; GO:0005509; GO:0005576; GO:0006508; GO:0007596","extracellular region [GO:0005576]","calcium ion binding [GO:0005509]; serine-type endopeptidase activity [GO:0004252]","","extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; serine-type endopeptidase activity [GO:0004252]; blood coagulation [GO:0007596]; proteolysis [GO:0006508]","SUBCELLULAR LOCATION: Secreted.",FALSE
"Q6PEB4",2.84496337955804,11.6588275251111,4.25859403713837,0.000248147072635559,0.33512547275719,-0.197592257903501,"Q6PEB4","Q6PEB4","Q6PEB4","reviewed","OSGL1_MOUSE","tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (O-sialoglycoprotein endopeptidase-like protein 1) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein Osgepl1) (tRNA threonylcarbamoyladenosine biosynthesis protein Osgepl1)","Osgepl1","Mus musculus (Mouse)",414,"tRNA threonylcarbamoyladenosine modification [GO:0002949]","GO:0002949; GO:0005739; GO:0046872; GO:0061711","mitochondrion [GO:0005739]","metal ion binding [GO:0046872]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]","","mitochondrion [GO:0005739]; metal ion binding [GO:0046872]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711]; tRNA threonylcarbamoyladenosine modification [GO:0002949]","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03179}.",FALSE
"Q8VIJ8",3.40390325362277,11.0131822996667,4.18350975366276,0.000301597952309135,0.33512547275719,-0.327047854931489,"Q8VIJ8","Q8VIJ8","Q8VIJ8","reviewed","NPRL3_MOUSE","GATOR1 complex protein NPRL3 (Nitrogen permease regulator 3-like protein)","Nprl3 Mare","Mus musculus (Mouse)",569,"aorta morphogenesis [GO:0035909]; cardiac muscle tissue development [GO:0048738]; cellular response to amino acid starvation [GO:0034198]; negative regulation of TORC1 signaling [GO:1904262]; roof of mouth development [GO:0060021]; ventricular septum development [GO:0003281]","GO:0003281; GO:0005096; GO:0005765; GO:0034198; GO:0035909; GO:0048738; GO:0060021; GO:1904262; GO:1990130","GATOR1 complex [GO:1990130]; lysosomal membrane [GO:0005765]","GTPase activator activity [GO:0005096]","","GATOR1 complex [GO:1990130]; lysosomal membrane [GO:0005765]; GTPase activator activity [GO:0005096]; aorta morphogenesis [GO:0035909]; cardiac muscle tissue development [GO:0048738]; cellular response to amino acid starvation [GO:0034198]; negative regulation of TORC1 signaling [GO:1904262]; roof of mouth development [GO:0060021]; ventricular septum development [GO:0003281]","SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000250|UniProtKB:Q12980}. Note=Localization to lysosomes is mediated by the KICSTOR complex and is amino acid-independent. {ECO:0000250|UniProtKB:Q12980}.",FALSE
"P35459",2.91273042133929,11.2885235355556,4.09526805681683,0.000379143208841124,0.33512547275719,-0.479438686483751,"P35459","P35459","P35459","reviewed","LY6D_MOUSE","Lymphocyte antigen 6D (Ly-6D) (Thymocyte B-cell antigen) (ThB)","Ly6d Ly61 Thb","Mus musculus (Mouse)",127,"lymphocyte differentiation [GO:0030098]; response to stilbenoid [GO:0035634]","GO:0005886; GO:0009986; GO:0030098; GO:0035634; GO:0098552","cell surface [GO:0009986]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]","","","cell surface [GO:0009986]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]; lymphocyte differentiation [GO:0030098]; response to stilbenoid [GO:0035634]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}.",FALSE
"Q8BHC7",1.9844344612779,11.9337199173704,4.04865151533508,0.000427764967025579,0.33512547275719,-0.560023459535084,"Q8BHC7","Q8BHC7","Q8BHC7","reviewed","RHBL4_MOUSE","Rhomboid-related protein 4 (RRP4) (EC 3.4.21.105) (Rhomboid domain-containing protein 1) (mRHBDD1) (Rhomboid-like protein 4)","Rhbdd1 Rhbdl4 MSD-50 MSD50","Mus musculus (Mouse)",315,"apoptotic process [GO:0006915]; cellular response to unfolded protein [GO:0034620]; cellular response to UV [GO:0034644]; ERAD pathway [GO:0036503]; membrane protein intracellular domain proteolysis [GO:0031293]; membrane protein proteolysis [GO:0033619]; membrane protein proteolysis involved in retrograde protein transport, ER to cytosol [GO:1904211]; negative regulation of apoptotic process [GO:0043066]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein processing [GO:0010954]; positive regulation of secretion [GO:0051047]; post-translational protein modification [GO:0043687]; spermatid differentiation [GO:0048515]","GO:0004175; GO:0004252; GO:0005789; GO:0006915; GO:0008233; GO:0010954; GO:0031293; GO:0031966; GO:0033619; GO:0034620; GO:0034644; GO:0036503; GO:0043066; GO:0043687; GO:0044322; GO:0045732; GO:0048515; GO:0051047; GO:1904211","endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; mitochondrial membrane [GO:0031966]","endopeptidase activity [GO:0004175]; peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]","","endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; mitochondrial membrane [GO:0031966]; endopeptidase activity [GO:0004175]; peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; apoptotic process [GO:0006915]; cellular response to unfolded protein [GO:0034620]; cellular response to UV [GO:0034644]; ERAD pathway [GO:0036503]; membrane protein intracellular domain proteolysis [GO:0031293]; membrane protein proteolysis [GO:0033619]; membrane protein proteolysis involved in retrograde protein transport, ER to cytosol [GO:1904211]; negative regulation of apoptotic process [GO:0043066]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein processing [GO:0010954]; positive regulation of secretion [GO:0051047]; post-translational protein modification [GO:0043687]; spermatid differentiation [GO:0048515]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:22795130}; Multi-pass membrane protein {ECO:0000305}. Mitochondrion membrane {ECO:0000250|UniProtKB:Q8TEB9}; Multi-pass membrane protein {ECO:0000305}.",FALSE
"Q9JL95",2.57497591449777,14.8914550944444,4.02023660453301,0.000460373624700347,0.33512547275719,-0.60916235683004,"Q9JL95","Q9JL95","Q9JL95","reviewed","PRG3_MOUSE","Proteoglycan 3 (Eosinophil major basic protein 2)","Prg3 Mbp2","Mus musculus (Mouse)",222,"basophil activation [GO:0045575]; histamine biosynthetic process [GO:0001694]; immune response [GO:0006955]; leukotriene biosynthetic process [GO:0019370]; negative regulation of translation [GO:0017148]; neutrophil activation [GO:0042119]; positive regulation of interleukin-8 production [GO:0032757]; superoxide anion generation [GO:0042554]","GO:0001694; GO:0006955; GO:0017148; GO:0019370; GO:0030246; GO:0032757; GO:0042119; GO:0042554; GO:0045575","","carbohydrate binding [GO:0030246]","","carbohydrate binding [GO:0030246]; basophil activation [GO:0045575]; histamine biosynthetic process [GO:0001694]; immune response [GO:0006955]; leukotriene biosynthetic process [GO:0019370]; negative regulation of translation [GO:0017148]; neutrophil activation [GO:0042119]; positive regulation of interleukin-8 production [GO:0032757]; superoxide anion generation [GO:0042554]","SUBCELLULAR LOCATION: Note=Localized to the eosinophil secondary granule. {ECO:0000269|PubMed:10770291}.",FALSE
"Q61818",3.32198642470089,10.060297299037,4.01385240445548,0.000468031273960383,0.33512547275719,-0.620204303307825,"Q61818","Q61818","Q61818","reviewed","RAI1_MOUSE","Retinoic acid-induced protein 1","Rai1 Kiaa1820","Mus musculus (Mouse)",1889,"circadian regulation of gene expression [GO:0032922]; negative regulation of multicellular organism growth [GO:0040015]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of transcription by RNA polymerase II [GO:0006357]; skeletal system development [GO:0001501]","GO:0001501; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0008270; GO:0032922; GO:0040015; GO:0045893","cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","zinc ion binding [GO:0008270]","","cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; zinc ion binding [GO:0008270]; circadian regulation of gene expression [GO:0032922]; negative regulation of multicellular organism growth [GO:0040015]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of transcription by RNA polymerase II [GO:0006357]; skeletal system development [GO:0001501]","SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=In neurons, localized to neurites.",FALSE
"Q9D968",1.89185346550893,11.5608219808889,3.96400705626962,0.000532303841955708,0.33512547275719,-0.706428997504183,"Q9D968","Q9D968","Q9D968","reviewed","HCFC2_MOUSE","Host cell factor 2 (HCF-2) (C2 factor)","Hcfc2","Mus musculus (Mouse)",722,"antiviral innate immune response [GO:0140374]; immune response involved in response to exogenous dsRNA [GO:1902615]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of toll-like receptor 3 signaling pathway [GO:0034139]; regulation of transcription by RNA polymerase II [GO:0006357]","GO:0000122; GO:0003712; GO:0005829; GO:0005886; GO:0006357; GO:0034139; GO:0048188; GO:0071339; GO:0140374; GO:1902615","cytosol [GO:0005829]; MLL1 complex [GO:0071339]; plasma membrane [GO:0005886]; Set1C/COMPASS complex [GO:0048188]","transcription coregulator activity [GO:0003712]","","cytosol [GO:0005829]; MLL1 complex [GO:0071339]; plasma membrane [GO:0005886]; Set1C/COMPASS complex [GO:0048188]; transcription coregulator activity [GO:0003712]; antiviral innate immune response [GO:0140374]; immune response involved in response to exogenous dsRNA [GO:1902615]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of toll-like receptor 3 signaling pathway [GO:0034139]; regulation of transcription by RNA polymerase II [GO:0006357]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9Y5Z7}. Nucleus {ECO:0000250|UniProtKB:Q9Y5Z7}.",FALSE
