"ProteinID","logFC","AveExpr","t","P.Value","adj.P.Val","B","UniprotID","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology.IDs","Gene.Ontology..cellular.component.","Gene.Ontology..molecular.function.","Interacts.with","Gene.Ontology..GO.","Subcellular.location..CC.","IsSelenoprotein"
"P01864",-2.93940621283784,17.059635,-5.58970870923002,5.05773242428472e-06,0.0433245359464229,-3.8264928459696,"P01864","P01864","P01864","reviewed","GCAB_MOUSE","Ig gamma-2A chain C region secreted form (B allele)","","Mus musculus (Mouse)",335,"antibacterial humoral response [GO:0019731]; complement activation, classical pathway [GO:0006958]","GO:0003823; GO:0006958; GO:0019731; GO:0034987; GO:0042571","immunoglobulin complex, circulating [GO:0042571]","antigen binding [GO:0003823]; immunoglobulin receptor binding [GO:0034987]","","immunoglobulin complex, circulating [GO:0042571]; antigen binding [GO:0003823]; immunoglobulin receptor binding [GO:0034987]; antibacterial humoral response [GO:0019731]; complement activation, classical pathway [GO:0006958]","SUBCELLULAR LOCATION: [Isoform Secreted]: Secreted {ECO:0000305}.",FALSE
"P06683",-2.75163468217567,15.0143036193333,-3.98233476677622,0.00042397108697712,0.961191061090372,-4.0928143955162,"P06683","P06683","P06683","reviewed","CO9_MOUSE","Complement component C9","C9","Mus musculus (Mouse)",548,"cell killing [GO:0001906]; complement activation, alternative pathway [GO:0006957]; complement activation, classical pathway [GO:0006958]; killing of cells of another organism [GO:0031640]; positive regulation of immune response [GO:0050778]; protein homooligomerization [GO:0051260]","GO:0001906; GO:0005579; GO:0005615; GO:0005886; GO:0006957; GO:0006958; GO:0031640; GO:0044218; GO:0050778; GO:0051260","extracellular space [GO:0005615]; membrane attack complex [GO:0005579]; other organism cell membrane [GO:0044218]; plasma membrane [GO:0005886]","","","extracellular space [GO:0005615]; membrane attack complex [GO:0005579]; other organism cell membrane [GO:0044218]; plasma membrane [GO:0005886]; cell killing [GO:0001906]; complement activation, alternative pathway [GO:0006957]; complement activation, classical pathway [GO:0006958]; killing of cells of another organism [GO:0031640]; positive regulation of immune response [GO:0050778]; protein homooligomerization [GO:0051260]","SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P02748}. Target cell membrane {ECO:0000250|UniProtKB:P02748}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P02748}. Note=Secreted as soluble monomer. Oligomerizes at target membranes, forming a pre-pore. A conformation change then leads to the formation of a 100 Angstrom diameter pore. {ECO:0000250|UniProtKB:P02748}.",FALSE
"P31532",-2.34604059236486,14.4942661426667,-3.8651378657876,0.000581637826291022,0.961191061090372,-4.11446028424549,"P31532","P31532","P31532","reviewed","SAA4_MOUSE","Serum amyloid A-4 protein (Amyloid A-5 protein)","Saa4 Saa5","Mus musculus (Mouse)",130,"acute-phase response [GO:0006953]","GO:0006953; GO:0034364","high-density lipoprotein particle [GO:0034364]","","","high-density lipoprotein particle [GO:0034364]; acute-phase response [GO:0006953]","SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P0DJI8}.",FALSE
"Q5SYH2",-2.38347017214865,14.6961895306667,-3.72047754527525,0.000856815541789962,0.961191061090372,-4.14146489511382,"Q5SYH2","Q5SYH2","Q5SYH2","reviewed","VMA12_MOUSE","Vacuolar ATPase assembly protein VMA12 (Transmembrane protein 199)","Vma12 Tmem199","Mus musculus (Mouse)",208,"cellular response to increased oxygen levels [GO:0036295]; intracellular iron ion homeostasis [GO:0006879]; lysosomal lumen acidification [GO:0007042]; lysosomal protein catabolic process [GO:1905146]; vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]","GO:0005764; GO:0005783; GO:0005789; GO:0006879; GO:0007042; GO:0008142; GO:0016471; GO:0030663; GO:0033116; GO:0036295; GO:0070072; GO:1905146","COPI-coated vesicle membrane [GO:0030663]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; lysosome [GO:0005764]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]","oxysterol binding [GO:0008142]","","COPI-coated vesicle membrane [GO:0030663]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; lysosome [GO:0005764]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; oxysterol binding [GO:0008142]; cellular response to increased oxygen levels [GO:0036295]; intracellular iron ion homeostasis [GO:0006879]; lysosomal lumen acidification [GO:0007042]; lysosomal protein catabolic process [GO:1905146]; vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]","SUBCELLULAR LOCATION: Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000250|UniProtKB:Q8N511}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000250|UniProtKB:Q8N511}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8N511}; Multi-pass membrane protein {ECO:0000255}. Note=Partial colocalization with GOLGB1. {ECO:0000250|UniProtKB:Q8N511}.",FALSE
"Q9DB75",-2.69576797852702,14.790825495,-3.24997367046236,0.00293617002745499,0.961191061090372,-4.2308015400463,"Q9DB75","Q9DB75","Q9DB75","reviewed","CDIP1_MOUSE","Cell death-inducing p53-target protein 1 (LITAF-like protein)","Cdip1","Mus musculus (Mouse)",208,"apoptotic process [GO:0006915]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; tumor necrosis factor-mediated signaling pathway [GO:0033209]","GO:0005634; GO:0006915; GO:0033209; GO:0042771; GO:0046872; GO:0098560; GO:0098574","cytoplasmic side of late endosome membrane [GO:0098560]; cytoplasmic side of lysosomal membrane [GO:0098574]; nucleus [GO:0005634]","metal ion binding [GO:0046872]","","cytoplasmic side of late endosome membrane [GO:0098560]; cytoplasmic side of lysosomal membrane [GO:0098574]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; apoptotic process [GO:0006915]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; tumor necrosis factor-mediated signaling pathway [GO:0033209]","SUBCELLULAR LOCATION: Late endosome membrane {ECO:0000250|UniProtKB:Q9H305}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9H305}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9H305}. Lysosome membrane {ECO:0000250|UniProtKB:Q9H305}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9H305}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9H305}.",FALSE
"Q61835",-2.33114572367567,15.5141801416667,-3.14637017548093,0.00382354997622618,0.961191061090372,-4.25061972715802,"Q61835","Q61835","Q61835","reviewed","FXYD3_MOUSE","FXYD domain-containing ion transport regulator 3 (Chloride conductance inducer protein Mat-8) (Mammary tumor 8 kDa protein) (Phospholemman-like) (Sodium/potassium-transporting ATPase subunit FXYD3)","Fxyd3 Mat8 Plml","Mus musculus (Mouse)",88,"potassium ion transport [GO:0006813]; regulation of monoatomic ion transport [GO:0043269]; sodium ion transport [GO:0006814]","GO:0005789; GO:0005886; GO:0006813; GO:0006814; GO:0043269; GO:0051117; GO:0099106","endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]","ATPase binding [GO:0051117]; ion channel regulator activity [GO:0099106]","","endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]; ATPase binding [GO:0051117]; ion channel regulator activity [GO:0099106]; potassium ion transport [GO:0006813]; regulation of monoatomic ion transport [GO:0043269]; sodium ion transport [GO:0006814]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000255}.",FALSE
"A6X935",-0.948043173716213,17.8228129623333,-3.1095034608757,0.00419723096854861,0.961191061090372,-4.25767089969837,"A6X935","A6X935","A6X935","reviewed","ITIH4_MOUSE","Inter alpha-trypsin inhibitor, heavy chain 4 (ITI heavy chain H4) (ITI-HC4) (Inter-alpha-inhibitor heavy chain 4)","Itih4","Mus musculus (Mouse)",942,"acute-phase response [GO:0006953]; hyaluronan metabolic process [GO:0030212]; response to cytokine [GO:0034097]","GO:0004867; GO:0005615; GO:0005737; GO:0005886; GO:0006953; GO:0030212; GO:0034097; GO:0062023","collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]","serine-type endopeptidase inhibitor activity [GO:0004867]","","collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; serine-type endopeptidase inhibitor activity [GO:0004867]; acute-phase response [GO:0006953]; hyaluronan metabolic process [GO:0030212]; response to cytokine [GO:0034097]","SUBCELLULAR LOCATION: Secreted {ECO:0000250}.",FALSE
"Q8VCN6",-1.77498857837838,15.9715216536667,-3.09259106867077,0.00438008928376952,0.961191061090372,-4.26090471625381,"Q8VCN6","Q8VCN6","Q8VCN6","reviewed","CD99_MOUSE","CD99 antigen (Paired immunoglobin-like type 2 receptor-ligand) (PILR-L) (CD antigen CD99)","Cd99 Pilrl","Mus musculus (Mouse)",175,"homotypic cell-cell adhesion [GO:0034109]; myeloid dendritic cell activation [GO:0001773]; positive regulation of neutrophil extravasation [GO:2000391]; T cell extravasation [GO:0072683]","GO:0001773; GO:0005886; GO:0009986; GO:0034109; GO:0072683; GO:2000391","cell surface [GO:0009986]; plasma membrane [GO:0005886]","","","cell surface [GO:0009986]; plasma membrane [GO:0005886]; homotypic cell-cell adhesion [GO:0034109]; myeloid dendritic cell activation [GO:0001773]; positive regulation of neutrophil extravasation [GO:2000391]; T cell extravasation [GO:0072683]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.",FALSE
"Q9D0C1",-1.8453950891527,14.5784112551,-3.01280104907704,0.00535003884406604,0.961191061090372,-4.27614884686166,"Q9D0C1","Q9D0C1","Q9D0C1","reviewed","RN115_MOUSE","E3 ubiquitin-protein ligase RNF115 (EC 2.3.2.27) (RING finger protein 115) (RING-type E3 ubiquitin transferase RNF115) (Rab7-interacting RING finger protein) (Rabring 7) (Zinc finger protein 364)","Rnf115 Zfp364 Znf364","Mus musculus (Mouse)",305,"negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; protein autoubiquitination [GO:0051865]; protein K11-linked ubiquitination [GO:0070979]; protein K48-linked ubiquitination [GO:0070936]; protein K63-linked ubiquitination [GO:0070534]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]","GO:0005634; GO:0005783; GO:0005794; GO:0005829; GO:0008270; GO:0034122; GO:0042059; GO:0043162; GO:0045335; GO:0051865; GO:0061630; GO:0070534; GO:0070936; GO:0070979","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; phagocytic vesicle [GO:0045335]","ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]","","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; nucleus [GO:0005634]; phagocytic vesicle [GO:0045335]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; protein autoubiquitination [GO:0051865]; protein K11-linked ubiquitination [GO:0070979]; protein K48-linked ubiquitination [GO:0070936]; protein K63-linked ubiquitination [GO:0070534]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12972561}. Cytoplasmic vesicle, phagosome {ECO:0000269|PubMed:36281581}. Nucleus {ECO:0000250|UniProtKB:Q9Y4L5}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q9Y4L5}. Golgi apparatus {ECO:0000250|UniProtKB:Q9Y4L5}. Note=The GTP-bound form of RAB7A recruits RNF115 from the cytosol onto late endosomes/lysosomes. {ECO:0000269|PubMed:12972561}.",FALSE
"Q3UUV5",-2.77312010298649,15.4767368686667,-3.00521634414018,0.00545218993630818,0.961191061090372,-4.27759650153184,"Q3UUV5","Q3UUV5","Q3UUV5","reviewed","SKAP1_MOUSE","Src kinase-associated phosphoprotein 1 (Src family-associated phosphoprotein 1)","Skap1 Scap1","Mus musculus (Mouse)",355,"adaptive immune response [GO:0002250]; positive regulation of adaptive immune response [GO:0002821]; positive regulation of cell adhesion [GO:0045785]; positive regulation of cell-cell adhesion mediated by integrin [GO:0033634]; positive regulation of cell-matrix adhesion [GO:0001954]; positive regulation of heterotypic cell-cell adhesion [GO:0034116]; positive regulation of integrin activation [GO:0033625]; positive regulation of leukocyte cell-cell adhesion [GO:1903039]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to plasma membrane [GO:0072659]; T cell receptor signaling pathway [GO:0050852]","GO:0001772; GO:0001954; GO:0002250; GO:0002821; GO:0005654; GO:0005829; GO:0005886; GO:0005911; GO:0019901; GO:0019903; GO:0033625; GO:0033634; GO:0034116; GO:0042101; GO:0042169; GO:0044853; GO:0045785; GO:0045944; GO:0050852; GO:0072659; GO:1903039","cell-cell junction [GO:0005911]; cytosol [GO:0005829]; immunological synapse [GO:0001772]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; T cell receptor complex [GO:0042101]","protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; SH2 domain binding [GO:0042169]","","cell-cell junction [GO:0005911]; cytosol [GO:0005829]; immunological synapse [GO:0001772]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; T cell receptor complex [GO:0042101]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; SH2 domain binding [GO:0042169]; adaptive immune response [GO:0002250]; positive regulation of adaptive immune response [GO:0002821]; positive regulation of cell adhesion [GO:0045785]; positive regulation of cell-cell adhesion mediated by integrin [GO:0033634]; positive regulation of cell-matrix adhesion [GO:0001954]; positive regulation of heterotypic cell-cell adhesion [GO:0034116]; positive regulation of integrin activation [GO:0033625]; positive regulation of leukocyte cell-cell adhesion [GO:1903039]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein localization to plasma membrane [GO:0072659]; T cell receptor signaling pathway [GO:0050852]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q86WV1}. Nucleus {ECO:0000250|UniProtKB:Q86WV1}. Cell membrane {ECO:0000250|UniProtKB:Q86WV1}. Note=Upon T-cell stimulation, translocates to lipid rafts at the cell membrane. {ECO:0000250|UniProtKB:Q86WV1}.",FALSE
